date	cot	min	max	var	pvar	vol
2/01/2015	75,90	73,92	76,08	-0,57	-0,75	661.900
30/12/2014	76,47	75,36	76,72	0,38	0,50	489.500
29/12/2014	76,09	74,89	76,80	0,55	0,73	365.500
26/12/2014	75,54	74,63	76,77	0,04	0,05	439.400
23/12/2014	75,50	74,94	76,89	-0,91	-1,19	433.100
22/12/2014	76,41	74,70	76,41	0,91	1,21	387.100
19/12/2014	75,50	73,79	75,90	1,50	2,03	489.100
18/12/2014	74,00	73,87	76,00	-0,62	-0,83	562.900
17/12/2014	74,75	71,71	75,59	3,25	4,55	966.200
16/12/2014	71,50	69,95	72,84	-0,07	-0,10	734.500
15/12/2014	71,57	70,89	73,95	-1,53	-2,09	701.100
12/12/2014	73,10	72,25	74,06	-1,30	-1,75	749.900
11/12/2014	74,40	73,87	75,90	-1,00	-1,33	1.248.000
10/12/2014	75,40	73,65	75,93	1,22	1,64	542.700
9/12/2014	74,18	72,76	74,21	0,68	0,93	551.300
8/12/2014	73,50	73,38	76,58	-2,24	-2,96	456.500
5/12/2014	75,74	74,27	75,93	0,74	0,99	743.700
4/12/2014	75,00	75,00	77,00	-1,68	-2,19	1.109.800
3/12/2014	76,68	74,19	76,68	2,18	2,93	811.000
2/12/2014	74,50	72,80	74,90	1,20	1,64	847.700
1/12/2014	73,30	71,64	76,49	-3,35	-4,37	1.039.600
28/11/2014	76,65	75,41	77,01	0,16	0,21	484.100
27/11/2014	76,49	75,00	77,10	0,80	1,06	522.500
26/11/2014	75,69	73,80	75,77	1,89	2,56	435.800
25/11/2014	73,80	73,77	76,16	-0,80	-1,07	775.900
24/11/2014	74,60	74,31	77,47	-1,62	-2,13	695.800
21/11/2014	76,22	72,56	76,46	3,42	4,70	966.300
19/11/2014	72,80	70,69	73,00	0,80	1,11	822.200
18/11/2014	72,00	71,14	72,70	0,78	1,10	763.300
17/11/2014	71,22	70,36	72,80	-0,49	-0,68	288.200
14/11/2014	71,71	70,40	71,86	-0,29	-0,40	373.300
13/11/2014	72,00	71,36	73,52	-0,67	-0,92	440.500
12/11/2014	72,67	72,01	73,99	-0,18	-0,25	650.400
11/11/2014	72,85	72,03	73,37	0,54	0,75	332.100
10/11/2014	72,31	72,31	74,39	-1,19	-1,62	257.100
7/11/2014	73,50	72,03	73,96	0,30	0,41	317.700
6/11/2014	73,20	71,79	74,39	0,20	0,27	480.600
5/11/2014	73,00	72,19	73,95	-0,58	-0,79	336.600
4/11/2014	73,58	71,64	73,92	-0,07	-0,10	401.200
3/11/2014	73,65	72,70	74,20	-0,55	-0,74	473.300
31/10/2014	74,20	71,63	74,46	1,30	1,78	645.800
30/10/2014	72,90	69,92	72,90	2,70	3,85	649.200
29/10/2014	70,20	68,81	71,04	-0,39	-0,55	574.200
28/10/2014	70,59	67,85	70,87	2,74	4,04	685.400
27/10/2014	67,85	65,45	68,00	-1,55	-2,23	1.206.900
24/10/2014	69,40	66,76	71,04	3,10	4,68	698.600
23/10/2014	66,30	65,39	68,02	-2,20	-3,21	806.400
22/10/2014	68,50	67,44	70,03	0,41	0,60	533.600
21/10/2014	68,09	67,57	70,22	-2,76	-3,90	698.700
20/10/2014	70,85	70,55	71,84	-1,15	-1,60	452.300
17/10/2014	72,00	70,80	72,57	1,22	1,72	571.000
16/10/2014	70,78	70,06	71,77	-2,41	-3,29	927.500
15/10/2014	73,19	72,05	74,68	-1,23	-1,65	635.500
14/10/2014	74,42	73,50	75,88	0,08	0,11	590.700
13/10/2014	74,34	72,35	75,68	1,84	2,54	693.600
10/10/2014	72,50	72,04	74,27	-2,00	-2,68	538.200
9/10/2014	74,50	0,00	0,00	1,14	1,55	834.100
8/10/2014	73,36	72,12	74,77	-0,22	-0,30	529.400
7/10/2014	73,58	72,39	74,90	0,88	1,21	698.700
6/10/2014	72,70	71,29	75,06	2,28	3,24	1.407.600
3/10/2014	70,42	68,93	71,87	1,32	1,91	566.700
2/10/2014	69,10	68,01	69,69	-0,64	-0,92	421.500
1/10/2014	69,74	68,80	69,93	-1,34	-1,89	879.700
30/09/2014	71,08	69,05	71,29	0,53	0,75	1.113.800
29/09/2014	70,55	68,20	70,89	-1,01	-1,41	1.141.600
26/09/2014	71,56	69,28	72,46	1,97	2,83	651.900
25/09/2014	69,59	69,53	72,03	-2,21	-3,08	857.500
24/09/2014	71,80	67,21	71,95	3,53	5,17	1.521.900
23/09/2014	68,27	67,38	69,45	-0,23	-0,34	690.500
22/09/2014	68,50	67,16	68,90	-0,84	-1,21	1.242.100
19/09/2014	69,34	66,64	70,25	0,25	0,36	974.700
18/09/2014	69,09	69,09	71,75	-2,28	-3,19	591.700
17/09/2014	71,50	71,03	72,43	0,00	0,00	613.800
16/09/2014	71,50	69,38	72,09	1,72	2,46	759.300
15/09/2014	69,78	68,84	70,50	-0,68	-0,97	707.100
12/09/2014	70,46	69,44	71,53	-1,26	-1,76	1.111.700
11/09/2014	71,72	71,72	72,93	-0,12	-0,17	555.000
10/09/2014	71,84	70,24	72,88	-1,19	-1,63	828.100
9/09/2014	73,03	72,01	74,05	-1,04	-1,40	503.400
8/09/2014	74,07	73,21	75,64	-0,49	-0,66	726.100
5/09/2014	74,56	74,56	75,75	-1,07	-1,41	415.900
4/09/2014	75,63	74,53	75,63	0,43	0,57	497.600
3/09/2014	75,20	75,05	76,11	-0,05	-0,07	483.800
2/09/2014	75,25	74,28	75,96	-0,55	-0,73	455.900
1/09/2014	75,80	75,28	77,25	-0,82	-1,07	280.100
29/08/2014	76,62	75,90	76,98	0,24	0,31	702.600
28/08/2014	76,38	75,20	76,38	0,65	0,86	867.500
27/08/2014	75,73	73,14	76,01	2,92	4,01	719.700
26/08/2014	72,81	72,57	74,20	0,21	0,29	365.700
25/08/2014	72,60	71,40	73,09	0,30	0,41	428.200
22/08/2014	72,30	71,18	72,67	-0,65	-0,89	434.700
21/08/2014	72,95	70,45	72,95	2,50	3,55	627.200
20/08/2014	70,45	70,03	70,93	-0,23	-0,33	590.100
19/08/2014	70,68	69,21	70,68	0,87	1,25	921.600
18/08/2014	69,81	69,66	70,46	0,04	0,06	733.600
15/08/2014	69,77	68,80	70,46	0,16	0,23	411.100
14/08/2014	69,61	69,30	70,36	-0,39	-0,56	337.100
13/08/2014	70,00	68,80	71,40	-0,14	-0,20	696.400
12/08/2014	70,14	69,75	70,91	-0,75	-1,06	211.100
11/08/2014	70,89	69,56	71,19	1,14	1,63	590.700
8/08/2014	69,75	69,32	70,48	-0,65	-0,92	720.300
7/08/2014	70,40	69,92	71,28	-0,50	-0,71	856.700
6/08/2014	70,90	69,31	71,88	0,75	1,07	799.800
5/08/2014	70,15	69,70	71,80	-1,50	-2,09	451.400
4/08/2014	71,65	69,84	72,16	2,30	3,32	1.008.200
1/08/2014	69,35	67,65	69,49	0,85	1,24	765.900
30/07/2014	70,61	69,99	71,21	-0,59	-0,83	380.300
29/07/2014	71,20	70,87	73,47	-1,91	-2,61	405.400
28/07/2014	73,11	71,00	73,11	1,56	2,18	415.100
25/07/2014	71,55	70,53	72,04	0,55	0,77	761.400
24/07/2014	71,00	70,80	72,18	-0,75	-1,05	740.000
23/07/2014	71,75	71,53	74,26	-1,51	-2,06	988.300
22/07/2014	73,26	73,05	73,99	-0,22	-0,30	893.500
21/07/2014	73,48	72,61	73,60	0,82	1,13	962.100
18/07/2014	72,66	72,06	73,38	0,39	0,54	891.700
17/07/2014	72,27	72,05	73,35	-0,67	-0,92	436.100
16/07/2014	72,94	72,27	73,95	-0,56	-0,76	714.100
15/07/2014	73,50	72,84	73,71	0,50	0,68	593.100
14/07/2014	73,00	72,57	73,59	0,60	0,83	636.300
11/07/2014	72,40	71,70	72,70	0,40	0,56	388.800
10/07/2014	72,00	71,67	72,49	0,40	0,56	591.600
8/07/2014	71,60	70,72	71,76	0,40	0,56	460.200
7/07/2014	71,20	70,40	71,35	0,12	0,17	313.700
4/07/2014	71,08	70,50	71,28	0,58	0,82	166.300
3/07/2014	70,50	68,13	70,50	1,15	1,66	616.100
2/07/2014	69,35	68,68	70,39	-1,37	-1,94	940.900
1/07/2014	70,72	70,35	71,93	-0,08	-0,11	615.900
30/06/2014	70,80	70,62	71,68	-0,59	-0,83	873.600
27/06/2014	71,39	71,34	73,14	-1,41	-1,94	705.100
26/06/2014	72,80	72,69	73,68	-0,20	-0,27	806.600
25/06/2014	73,00	72,85	73,67	-0,50	-0,68	1.198.500
24/06/2014	73,50	72,21	73,50	0,95	1,31	680.300
23/06/2014	72,55	72,20	73,08	-0,33	-0,45	241.500
20/06/2014	72,88	71,34	72,95	-0,02	-0,03	668.800
18/06/2014	72,90	71,31	72,98	0,68	0,94	1.253.600
17/06/2014	72,37	70,34	72,37	1,58	2,23	642.900
16/06/2014	70,79	68,40	70,79	1,58	2,28	712.200
13/06/2014	69,21	68,82	70,05	-0,51	-0,73	522.100
11/06/2014	69,72	69,50	71,00	-0,12	-0,17	559.000
10/06/2014	69,84	69,26	70,20	-0,21	-0,30	827.900
9/06/2014	70,05	68,69	70,25	1,02	1,48	1.015.900
6/06/2014	69,03	67,60	69,34	1,51	2,24	774.200
5/06/2014	67,52	66,93	67,95	0,68	1,02	490.400
4/06/2014	66,84	66,30	67,25	-0,09	-0,13	308.100
3/06/2014	66,93	66,49	67,30	0,12	0,18	658.900
2/06/2014	66,81	66,81	67,92	-0,90	-1,33	835.900
30/05/2014	67,71	67,29	68,90	-0,79	-1,15	800.300
29/05/2014	68,50	67,70	68,85	0,60	0,88	621.000
28/05/2014	67,90	65,66	68,10	1,90	2,88	1.027.300
27/05/2014	66,00	65,65	67,50	-1,31	-1,95	518.300
26/05/2014	67,31	66,26	67,90	1,11	1,68	276.700
23/05/2014	66,20	65,89	67,31	-0,80	-1,19	466.000
22/05/2014	67,00	66,60	68,34	-0,49	-0,73	413.000
21/05/2014	67,49	67,17	68,64	-0,51	-0,75	565.000
20/05/2014	68,00	68,00	68,72	-0,18	-0,26	1.063.200
19/05/2014	68,18	67,72	68,86	-0,47	-0,68	432.800
16/05/2014	68,65	68,42	69,80	0,00	0,00	1.355.000
15/05/2014	68,65	68,04	68,85	-0,08	-0,12	488.600
14/05/2014	68,73	67,89	68,73	0,73	1,07	494.200
13/05/2014	68,00	67,01	68,28	0,19	0,28	667.000
12/05/2014	67,81	65,75	68,13	2,01	3,05	1.191.500
9/05/2014	65,80	65,50	67,00	-0,70	-1,05	412.000
8/05/2014	66,50	65,37	67,28	0,49	0,74	552.000
7/05/2014	66,01	65,26	66,40	-0,53	-0,80	441.100
6/05/2014	66,54	65,61	66,94	0,12	0,18	1.042.700
5/05/2014	66,42	66,19	68,22	-1,26	-1,86	395.200
2/05/2014	67,68	65,29	67,93	2,08	3,17	1.014.700
30/04/2014	65,60	64,49	66,74	1,15	1,78	1.578.900
29/04/2014	64,45	62,81	64,98	1,95	3,12	1.013.500
28/04/2014	62,50	61,51	62,91	-0,13	-0,21	431.600
25/04/2014	62,63	61,55	62,95	-0,37	-0,59	848.300
24/04/2014	63,00	62,28	63,97	-0,25	-0,40	489.000
23/04/2014	63,25	62,91	64,11	-1,05	-1,63	413.100
22/04/2014	64,30	63,00	64,32	0,52	0,82	471.000
17/04/2014	64,62	62,99	64,69	0,88	1,38	444.400
16/04/2014	63,74	62,12	63,75	0,97	1,55	804.800
15/04/2014	62,77	62,03	63,89	-0,73	-1,15	536.900
14/04/2014	63,50	63,29	64,87	-0,88	-1,37	415.600
11/04/2014	64,38	63,83	65,06	-0,39	-0,60	572.900
10/04/2014	64,77	64,19	65,40	-0,18	-0,28	933.700
9/04/2014	64,95	63,34	65,50	0,45	0,70	808.400
8/04/2014	64,50	64,24	66,78	-1,17	-1,78	996.700
